date UTC since epoch [s],Voltage U[V],master measured U[bit],slave measured U[bit]
1649921938.9762,59.5,3322,3333
1649921948.1923416,59.5,3323,3333
1649921956.8956635,59.5,3323,3333
1649921966.1157713,59.5,3323,3333
1649921975.3253155,59.5,3323,3333
1649921984.0365179,59.5,3324,3333
1649921993.245615,59.5,3324,3333
1649922001.4485402,59.5,3323,3333
1649922010.656586,59.5,3324,3333
1649922019.8767865,59.5,3324,3332
1649922029.1336486,59.5,3325,3333
1649922037.7964506,59.5,3324,3333
1649922046.4961529,59.5,3324,3333
1649922055.7159667,59.5,3324,3334
1649922064.939633,59.5,3324,3333
1649922073.636083,59.5,3324,3333
1649922082.8477314,59.5,3324,3333
1649922091.556383,59.5,3325,3333
1649922100.7664614,59.5,3324,3333
1649922109.98669,59.5,3324,3333
1649922118.6908832,59.5,3324,3333
1649922127.8988388,59.5,3324,3333
1649922136.6065679,59.5,3325,3333
1649922145.3165007,59.5,3324,3333
1649922154.5272636,59.5,3324,3333
1649922163.2427828,59.5,3324,3333
1649922172.4480855,59.5,3324,3333
1649922181.15728,59.5,3324,3333
1649922190.3672738,59.5,3324,3332
1649922199.076103,59.5,3324,3333
1649922208.2891598,59.5,3324,3333
1649922216.9954257,59.5,3324,3334
1649922226.2089963,59.5,3324,3333
1649922234.9189515,59.5,3324,3333
1649922244.1389372,59.5,3324,3332
1649922252.836825,59.5,3324,3333
1649922261.017366,59.5,3324,3333
1649922270.2371595,59.5,3324,3333
1649922278.946882,59.5,3324,3333
1649922287.6568136,59.5,3324,3333
1649922296.866979,59.5,3324,3333
1649922306.0776823,59.5,3324,3333
1649922314.7878513,59.5,3324,3334
1649922323.997638,59.5,3324,3334
1649922332.7071567,59.5,3324,3333
1649922341.9182792,59.5,3325,3333
1649922350.628589,59.5,3325,3333
1649922359.327274,59.5,3325,3333
1649922368.0366457,59.5,3324,3333
1649922377.2531316,59.5,3324,3333
1649922385.958467,59.5,3324,3333
1649922395.1686165,59.5,3324,3333
1649922403.8773215,59.5,3324,3333
1649922413.0876002,59.5,3325,3333
1649922422.307601,59.5,3324,3333
1649922431.0083618,59.5,3324,3333
1649922439.7195477,59.5,3324,3333
1649922448.9274774,59.5,3324,3333
1649922458.147229,59.5,3324,3333
1649922466.8493333,59.5,3325,3333
1649922476.0678658,59.5,3325,3333
1649922485.2800055,59.5,3324,3333
1649922494.4977546,59.5,3324,3333
1649922503.719198,59.5,3324,3333
1649922512.9290757,59.5,3324,3333
1649922522.1391807,59.5,3325,3333
1649922531.3604915,59.5,3324,3333
1649922540.5675578,59.5,3325,3333
1649922549.798351,59.5,3325,3334
1649922559.0100455,59.5,3324,3332
1649922568.2302542,59.5,3325,3333
1649922577.4417648,59.5,3324,3333
1649922586.6467345,59.5,3325,3333
1649922595.8738148,59.5,3324,3334
1649922605.089345,59.5,3324,3333
1649922613.7883718,59.5,3325,3333
1649922623.62001,59.5,3324,3333
1649922632.216685,59.5,3324,3333
1649922641.4386065,59.5,3325,3333
1649922650.6581175,59.5,3325,3333
1649922659.8590221,59.5,3324,3333
1649922668.5789006,59.5,3324,3333
1649922677.7885501,59.5,3324,3333
1649922686.4990757,59.5,3325,3334
1649922695.1978908,59.5,3324,3333
1649922704.4198904,59.5,3324,3333
1649922713.6286852,59.5,3324,3333
1649922722.3468385,59.5,3325,3333
1649922731.0438385,59.5,3325,3334
1649922739.748848,59.5,3325,3333
1649922748.958414,59.5,3325,3333
1649922757.6684148,59.5,3324,3334
1649922766.8784137,59.5,3324,3333
1649922775.5894167,59.5,3325,3334
1649922784.799415,59.5,3325,3333
1649922793.5094244,59.5,3325,3333
1649922802.7194164,59.5,3324,3333
1649922811.4284134,59.5,3324,3333
1649922820.638413,59.5,3324,3333
1649922829.3514154,59.5,3325,3333
1649922838.0544162,59.5,3324,3333
1649922846.739417,59.5,3324,3332
1649922854.9504132,59.5,3325,3333
1649922864.1584482,59.5,3325,3333
1649922873.3821108,59.5,3324,3333
1649922882.590113,59.5,3324,3333
1649922891.8101134,59.5,3324,3333
1649922901.0320952,59.5,3325,3334
1649922910.2409735,59.5,3324,3333
1649922918.9499753,59.5,3324,3333
1649922928.1600018,59.5,3325,3333
1649922936.3499782,59.5,3325,3333
1649922945.5689752,59.5,3325,3333
1649922954.7898376,59.5,3325,3332
1649922963.4901385,59.5,3324,3333
1649922972.1902769,59.5,3324,3333
1649922980.9023008,59.5,3325,3333
1649922990.1102502,59.5,3325,3333
1649922998.8217185,59.5,3324,3333
1649923007.5217206,59.5,3324,3333
1649923016.2203085,59.5,3325,3333
1649923024.929385,59.5,3323,3333
1649923033.121863,59.5,3324,3333
1649923041.820487,59.5,3325,3333
1649923050.5303488,59.5,3324,3333
1649923059.7408357,59.5,3325,3333
1649923068.4502501,59.5,3324,3333
1649923077.6618345,59.5,3324,3334
1649923086.3707652,59.5,3324,3333
1649923095.0784516,59.5,3325,3333
1649923103.781394,59.5,3324,3333
1649923112.9913929,59.5,3324,3334
1649923121.7011945,59.5,3325,3333
1649923130.911328,59.5,3324,3334
1649923139.6217244,59.5,3325,3333
1649923148.8280437,59.5,3324,3333
1649923158.0517092,59.5,3324,3333
1649923167.2655969,59.5,3325,3333
1649923175.9719472,59.5,3325,3333
1649923185.1819594,59.5,3324,3333
1649923194.4047923,59.5,3325,3333
1649923203.1060352,59.5,3324,3333
1649923212.3226037,59.5,3324,3334
1649923221.5416937,59.5,3325,3333
1649923230.24183,59.5,3325,3334
1649923239.51883,59.5,3324,3333
1649923248.6777952,59.5,3324,3333
1649923257.8940625,59.5,3324,3333
1649923267.101609,59.5,3324,3333
1649923275.8135288,59.5,3325,3333
1649923284.5123625,59.5,3325,3333
1649923293.7341838,59.5,3324,3333
1649923302.4345198,59.5,3324,3333
1649923311.142325,59.5,3324,3333
1649923320.3549132,59.5,3324,3333
1649923329.0616844,59.5,3325,3333
1649923337.7623286,59.5,3325,3333
1649923346.4620352,59.5,3324,3332
1649923355.1720521,59.5,3324,3334
1649923363.3682437,59.5,3325,3333
1649923372.0643384,59.5,3325,3333
1649923380.7728689,59.5,3323,3333
1649923389.9823792,59.5,3325,3333
1649923398.6924329,59.5,3324,3334
1649923407.9027307,59.5,3324,3333
1649923416.6036866,59.5,3324,3333
1649923425.8226078,59.5,3325,3333
1649923434.5337515,59.5,3325,3333
1649923443.7436907,59.5,3325,3332
1649923452.4538574,59.5,3325,3333
1649923461.6628735,59.5,3325,3334
1649923470.3758824,59.5,3325,3333
1649923479.5825064,59.5,3324,3334
1649923488.2957108,59.5,3324,3333
1649923497.5029018,59.5,3324,3334
1649923506.7869334,59.5,3325,3333
1649923515.422987,59.5,3325,3334
1649923524.1330943,59.5,3324,3333
1649923533.3437853,59.5,3323,3333
1649923542.0578008,59.5,3324,3333
1649923551.2632115,59.5,3324,3333
1649923559.9732883,59.5,3323,3332
1649923569.1836247,59.5,3324,3333
1649923577.8938372,59.5,3325,3333
1649923587.1069763,59.5,3325,3333
1649923596.323992,59.5,3324,3333
1649923605.5342433,59.5,3324,3332
1649923614.244946,59.5,3324,3333
1649923623.4530637,59.5,3324,3333
1649923632.165522,59.5,3325,3333
1649923641.3736005,59.5,3324,3333
1649923650.0706642,59.5,3324,3333
1649923659.2929769,59.5,3324,3334
1649923668.003689,59.5,3325,3334
1649923677.213591,59.5,3324,3333
1649923685.9246595,59.5,3325,3333
1649923695.133754,59.5,3324,3333
1649923703.832507,59.5,3324,3333
1649923713.0539556,59.5,3324,3333
1649923721.7638397,59.5,3324,3333
1649923730.9737055,59.5,3325,3333
1649923739.6844022,59.5,3324,3333
1649923748.893825,59.5,3325,3333
1649923757.6043878,59.5,3325,3333
1649923766.814251,59.5,3324,3333
1649923775.5249496,59.5,3324,3333
1649923784.7338698,59.5,3324,3334
1649923793.444057,59.5,3324,3333
1649923802.6459775,59.5,3324,3333
1649923811.3649068,59.5,3324,3333
1649923820.584633,59.5,3325,3333
1649923829.2851963,59.5,3325,3333
1649923838.5102515,59.5,3325,3333
1649923847.714536,59.5,3324,3333
1649923856.4159124,59.5,3324,3333
1649923865.124562,59.5,3325,3334
1649923874.3350763,59.5,3325,3333
1649923883.044808,59.5,3324,3333
1649923892.2546942,59.5,3325,3333
1649923901.4743903,59.5,3324,3333
1649923910.6865106,59.5,3324,3333
1649923919.3948035,59.5,3324,3333
1649923928.094869,59.5,3324,3333
1649923936.8044853,59.5,3324,3333
1649923946.0145988,59.5,3324,3333
1649923955.2351775,59.5,3325,3333
1649923963.9351206,59.5,3324,3333
1649923972.625761,59.5,3324,3333
1649923981.8554938,59.5,3324,3333
1649923990.5652475,59.5,3325,3333
1649923999.7758594,59.5,3325,3333
1649924008.9946036,59.5,3325,3333
1649924018.1997807,59.5,3325,3333
1649924026.9155357,59.5,3325,3333
1649924036.1258614,59.5,3325,3333
1649924044.8351946,59.5,3325,3333
1649924053.536271,59.5,3325,3333
1649924062.2450366,59.5,3325,3333
1649924071.4566424,59.5,3325,3333
1649924080.6807466,59.5,3324,3333
1649924089.8860114,59.5,3325,3333
1649924099.1058524,59.5,3325,3333
1649924108.3187053,59.5,3325,3333
1649924117.025421,59.5,3324,3333
1649924125.7268136,59.5,3324,3333
1649924134.9465094,59.5,3324,3333
1649924144.1587865,59.5,3324,3333
1649924153.3785686,59.5,3325,3333
1649924162.5858471,59.5,3324,3333
1649924171.8075588,59.5,3324,3333
1649924181.016251,59.5,3324,3333
1649924189.727891,59.5,3323,3333
1649924198.9473946,59.5,3324,3333
1649924208.1595833,59.5,3324,3333
1649924217.3764377,59.5,3324,3333
1649924226.081326,59.5,3325,3333
1649924235.2973912,59.5,3324,3333
1649924243.9865584,59.5,3325,3333
1649924253.2163053,59.5,3324,3333
1649924261.9217324,59.5,3324,3333
1649924270.6262321,59.5,3324,3334
1649924279.8310766,59.5,3324,3333
1649924288.5462124,59.5,3325,3333
1649924297.7613542,59.5,3325,3334
1649924307.0237288,59.5,3324,3333
1649924315.6844418,59.5,3324,3333
1649924324.8974624,59.5,3325,3333
1649924334.1199324,59.5,3324,3333
1649924342.8182456,59.5,3324,3333
1649924351.513582,59.5,3325,3333
1649924360.7369285,59.5,3324,3333
1649924369.9587615,59.5,3324,3333
1649924379.1707234,59.5,3325,3333
1649924388.3882003,59.5,3323,3333
1649924397.596838,59.5,3325,3333
1649924406.3075294,59.5,3324,3333
1649924415.5098405,59.5,3325,3334
1649924424.2310631,59.5,3324,3333
1649924433.5187461,59.5,3325,3333
1649924442.1364982,59.5,3324,3332
1649924451.3627112,59.5,3324,3333
1649924460.068886,59.5,3324,3333
1649924468.7701583,59.5,3324,3333
1649924477.4692156,59.5,3324,3333
1649924486.1789844,59.5,3324,3334
1649924494.877713,59.5,3324,3333
1649924503.5783544,59.5,3324,3333
1649924512.797568,59.5,3325,3334
1649924521.5085812,59.5,3324,3333
1649924530.2108557,59.5,3325,3333
1649924538.9094787,59.5,3325,3333
1649924547.6182585,59.5,3324,3333
1649924556.3232453,59.5,3324,3333
1649924565.5391815,59.5,3324,3333
1649924574.237604,59.5,3324,3333
1649924582.9387167,59.5,3324,3333
1649924592.1577775,59.5,3324,3334
1649924600.86818,59.5,3325,3333
1649924610.0780866,59.5,3325,3333
1649924619.290052,59.5,3325,3333
1649924628.5107918,59.5,3324,3333
1649924637.220608,59.5,3324,3333
1649924646.4282222,59.5,3324,3333
1649924655.648307,59.5,3324,3333
1649924664.8682163,59.5,3325,3333
1649924674.0778866,59.5,3324,3333
1649924683.301551,59.5,3324,3333
1649924692.508559,59.5,3325,3333
1649924701.2231967,59.5,3324,3333
1649924710.4292276,59.5,3325,3334
1649924719.142655,59.5,3324,3334
1649924728.3489938,59.5,3325,3333
1649924737.052043,59.5,3324,3333
1649924746.2685266,59.5,3324,3333
1649924754.9783726,59.5,3325,3334
1649924764.1883368,59.5,3325,3333
1649924772.8985195,59.5,3324,3333
1649924782.108816,59.5,3325,3334
1649924790.8186078,59.5,3324,3333
1649924800.0202143,59.5,3324,3333
1649924809.2486737,59.5,3325,3333
1649924818.4707594,59.5,3324,3333
1649924827.681836,59.5,3325,3333
1649924836.899036,59.5,3324,3333
1649924846.1094644,59.5,3325,3333
1649924854.8188157,59.5,3324,3333
1649924863.51972,59.5,3325,3333
1649924872.2192788,59.5,3325,3333
1649924880.9294436,59.5,3325,3334
1649924890.1389642,59.5,3324,3333
1649924898.8495598,59.5,3324,3334
1649924908.0590274,59.5,3325,3333
1649924916.7701764,59.5,3324,3333
1649924925.4660876,59.5,3324,3333
1649924934.690155,59.5,3324,3333
1649924943.3825002,59.5,3324,3333
1649924952.1003423,59.5,3325,3333
1649924961.3110757,59.5,3325,3333
1649924970.530597,59.5,3324,3333
1649924979.2316208,59.5,3324,3333
1649924987.9242918,59.5,3325,3334
1649924997.1525936,59.5,3324,3333
1649925005.86244,59.5,3325,3333
1649925015.0706503,59.5,3324,3333
1649925024.2942753,59.5,3325,3333
1649925032.9898257,59.5,3324,3333
1649925041.700545,59.5,3324,3334
1649925050.910068,59.5,3324,3332
1649925060.130054,59.5,3325,3333
1649925068.8306978,59.5,3325,3333
1649925077.540473,59.5,3324,3333
1649925086.7503552,59.5,3324,3333
1649925095.9698436,59.5,3325,3333
1649925105.1796875,59.5,3324,3333
1649925113.8932247,59.5,3325,3333
1649925123.0998838,59.5,3325,3333
1649925131.8098154,59.5,3325,3333
1649925141.0213888,59.5,3324,3333
1649925149.7327187,59.5,3324,3333
1649925158.9440126,59.5,3325,3333
1649925168.1620767,59.5,3325,3333
1649925177.3816342,59.5,3324,3333
1649925186.5914829,59.5,3325,3334
1649925195.8105648,59.5,3325,3333
1649925205.0147693,59.5,3324,3333
1649925214.2409332,59.5,3324,3334
1649925223.4523458,59.5,3324,3333
1649925232.1477304,59.5,3324,3333
1649925241.3736873,59.5,3325,3333
1649925250.0806084,59.5,3325,3333
1649925258.2717905,59.5,3324,3333
1649925267.4932265,59.5,3324,3333
1649925276.7011576,59.5,3324,3334
1649925285.4112215,59.5,3325,3333
1649925294.6208675,59.5,3324,3333
1649925303.8423676,59.5,3324,3333
1649925313.0540326,59.5,3324,3333
1649925321.7609222,59.5,3325,3332
1649925330.9732163,59.5,3325,3333
1649925339.6826475,59.5,3324,3333
1649925348.3812938,59.5,3325,3333
1649925357.5916626,59.5,3324,3334
1649925366.3020153,59.5,3324,3333
1649925375.5108082,59.5,3324,3333
1649925384.222022,59.5,3324,3333
1649925392.9316106,59.5,3324,3333
1649925402.1459997,59.5,3324,3334
1649925411.3461783,59.5,3324,3333
1649925420.5714002,59.5,3325,3333
1649925429.7920737,59.5,3325,3333
1649925438.4918215,59.5,3325,3333
1649925447.2019908,59.5,3324,3333
1649925456.4136734,59.5,3325,3333
1649925465.1237173,59.5,3324,3333
1649925474.3323548,59.5,3324,3333
1649925483.0419898,59.5,3325,3333
1649925492.252566,59.5,3324,3333
1649925501.4727612,59.5,3325,3333
1649925510.1717846,59.5,3324,3333
1649925518.882552,59.5,3324,3333
1649925528.0922973,59.5,3324,3333
1649925536.8018537,59.5,3324,3333
1649925546.0081663,59.5,3325,3333
1649925554.7241912,59.5,3324,3333
1649925563.9336414,59.5,3324,3333
1649925572.6426528,59.5,3324,3333
1649925581.8532226,59.5,3325,3333
1649925590.562342,59.5,3325,3333
1649925599.7725127,59.5,3325,3333
1649925608.484058,59.5,3325,3333
1649925617.6917253,59.5,3325,3333
1649925626.4048655,59.5,3324,3333
1649925635.6118574,59.5,3325,3333
1649925644.3238122,59.5,3324,3333
1649925653.5329618,59.5,3324,3333
1649925662.7547574,59.5,3324,3333
1649925671.4528942,59.5,3324,3332
1649925680.1632216,59.5,3325,3333
1649925688.3528605,59.5,3324,3333
1649925697.0580556,59.5,3324,3333
1649925705.7634897,59.5,3325,3333
1649925714.9728975,59.5,3325,3333
1649925723.6918137,59.5,3324,3333
1649925732.8929234,59.5,3324,3333
1649925741.6058588,59.5,3324,3333
1649925750.8133028,59.5,3324,3334
1649925759.5245132,59.5,3325,3333
1649925767.7139223,59.5,3324,3333
1649925776.923726,59.5,3324,3333
1649925785.6330569,59.5,3325,3333
1649925794.3250515,59.5,3324,3333
1649925803.5534134,59.5,3324,3333
1649925812.7638152,59.5,3325,3333
1649925821.4734027,59.5,3325,3334
1649925830.6840186,59.5,3324,3334
1649925839.3937478,59.5,3324,3333
1649925848.6048887,59.5,3324,3333
1649925857.3101244,59.5,3323,3333
1649925866.5240574,59.5,3324,3333
1649925875.2436998,59.5,3324,3333
1649925883.9333246,59.5,3323,3333
1649925892.6434166,59.5,3324,3333
1649925901.8537452,59.5,3324,3333
1649925911.0734503,59.5,3325,3334
1649925919.7744935,59.5,3324,3333
1649925928.9938643,59.5,3324,3333
1649925938.2050297,59.5,3324,3334
1649925946.9147468,59.5,3324,3333
1649925956.124853,59.5,3323,3333
1649925964.8347716,59.5,3324,3333
1649925974.0456378,59.5,3324,3333
1649925982.7535117,59.5,3324,3333
1649925991.9654806,59.5,3325,3333
1649926000.6748135,59.5,3324,3333
1649926009.885875,59.5,3325,3333
1649926018.5956612,59.5,3325,3333
1649926027.8063474,59.5,3324,3333
1649926036.513866,59.5,3325,3334
1649926045.724606,59.5,3325,3333
1649926054.945312,59.5,3324,3332
1649926064.1552885,59.5,3324,3334
1649926072.86508,59.5,3324,3333
1649926082.0746226,59.5,3324,3333
1649926090.7847714,59.5,3324,3334
1649926099.9944525,59.5,3324,3334
1649926108.704757,59.5,3324,3333
1649926118.0220084,59.5,3324,3333
1649926127.1344612,59.5,3324,3333
1649926136.3559515,59.5,3324,3333
1649926145.5676703,59.5,3323,3333
1649926154.7851593,59.5,3324,3333
1649926163.9963915,59.5,3324,3333
1649926173.216495,59.5,3325,3333
1649926182.4354446,59.5,3325,3333
1649926191.6482632,59.5,3325,3333
1649926200.8669968,59.5,3324,3333
1649926210.0752501,59.5,3324,3333
1649926219.2962112,59.5,3324,3333
1649926227.9947772,59.5,3324,3334
1649926237.217309,59.5,3325,3333
1649926246.4345446,59.5,3324,3333
1649926255.6536663,59.5,3324,3333
1649926264.865146,59.5,3324,3333
1649926274.0755475,59.5,3324,3333
1649926283.2974298,59.5,3324,3333
1649926291.995808,59.5,3324,3333
1649926300.7054927,59.5,3324,3333
1649926309.9160984,59.5,3325,3333
1649926319.138704,59.5,3324,3333
1649926327.8351908,59.5,3324,3333
1649926336.5467477,59.5,3325,3333
1649926345.7556577,59.5,3324,3333
1649926354.4658108,59.5,3324,3333
1649926363.676622,59.5,3324,3333
1649926372.3869627,59.5,3325,3333
1649926381.5973294,59.5,3325,3333
1649926390.8202515,59.5,3325,3333
1649926399.5167906,59.5,3324,3333
1649926408.7256563,59.5,3325,3333
1649926417.9521801,59.5,3325,3334
1649926427.1741416,59.5,3325,3333
1649926435.8695788,59.5,3324,3334
1649926444.5811584,59.5,3325,3334
1649926453.7890851,59.5,3325,3333
1649926463.006597,59.5,3324,3333
1649926471.696602,59.5,3324,3333
1649926480.9269412,59.5,3324,3333
1649926490.1499648,59.5,3324,3333
1649926498.3364892,59.5,3324,3334
1649926507.546735,59.5,3325,3333
1649926516.2569518,59.5,3324,3333
1649926525.456161,59.5,3325,3333
1649926534.6878467,59.5,3324,3333
1649926543.9097087,59.5,3325,3333
1649926553.119067,59.5,3324,3333
1649926562.337221,59.5,3325,3333
1649926571.547014,59.5,3325,3333
1649926580.7663844,59.5,3324,3333
1649926589.4669135,59.5,3325,3333
1649926598.1778877,59.5,3324,3333
1649926607.3873303,59.5,3324,3333
1649926616.0968297,59.5,3325,3334
1649926625.307255,59.5,3325,3333
1649926634.0181236,59.5,3324,3333
1649926643.3424516,59.5,3325,3333
1649926651.9384317,59.5,3324,3333
1649926661.1482377,59.5,3324,3333
1649926669.857148,59.5,3325,3333
1649926679.0674121,59.5,3325,3333
1649926687.777278,59.5,3324,3333
1649926696.9876301,59.5,3325,3333
1649926705.6976454,59.5,3324,3333
1649926714.9083264,59.5,3324,3334
1649926723.6175377,59.5,3325,3333
1649926732.8281956,59.5,3324,3333
1649926741.5377865,59.5,3325,3333
1649926750.8628478,59.5,3324,3334
1649926759.9697225,59.5,3324,3333
1649926768.6688192,59.5,3324,3333
1649926777.8901248,59.5,3324,3333
1649926787.0981462,59.5,3324,3333
1649926795.8090594,59.5,3325,3333
1649926805.017708,59.5,3325,3333
1649926813.7194963,59.5,3325,3333
1649926822.4301941,59.5,3325,3333
1649926831.1391737,59.5,3324,3333
1649926840.3497267,59.5,3325,3333
1649926849.5715742,59.5,3324,3333
1649926858.778058,59.5,3325,3333
1649926867.4881065,59.5,3324,3333
1649926876.6977513,59.5,3325,3333
1649926885.4081845,59.5,3325,3334
1649926894.109355,59.5,3324,3334
1649926903.3286288,59.5,3324,3334
1649926912.5386999,59.5,3324,3333
1649926921.2495148,59.5,3324,3333
1649926930.4585612,59.5,3325,3333
1649926939.1689603,59.5,3325,3333
1649926948.378694,59.5,3324,3333
1649926957.0888777,59.5,3324,3333
1649926965.7888353,59.5,3324,3334
1649926975.0079207,59.5,3325,3333
1649926983.708687,59.5,3325,3333
1649926992.4187381,59.5,3325,3333
1649927001.1212099,59.5,3324,3333
1649927009.8202748,59.5,3324,3333
1649927018.5287516,59.5,3325,3334
1649927027.229134,59.5,3325,3333
1649927036.449774,59.5,3325,3333
1649927045.6603017,59.5,3325,3333
1649927054.3702714,59.5,3325,3333
1649927063.5789495,59.5,3325,3333
1649927072.2907412,59.5,3325,3333
1649927081.4991045,59.5,3325,3333
1649927090.209237,59.5,3324,3332
1649927099.4197128,59.5,3325,3333
1649927108.1317942,59.5,3324,3333
1649927117.340427,59.5,3324,3333
